log_bathrooms,log_bedrooms,log_sqft_above,log_sqft_living,log_sqft_living15,log_sqft_lot,log_sqft_lot15,scaled_condition,scaled_floors,scaled_lat,scaled_long,scaled_zipcode,scaled_grade,price
0.8109302162163288,1.0986122886681098,7.682482446534506,7.851661177889265,7.432483807917119,8.887652690325586,8.94102198354136,0.5,0.4,0.9089593051310982,0.16333333333333125,0.6262626262626263,0.4,538000.0
1.0986122886681098,1.3862943611198906,6.956545443151569,7.580699752224563,7.215239978730097,8.517193191416238,8.517193191416238,1.0,0.0,0.586939038121281,0.10166666666667817,0.6818181818181818,0.4,604000.0
0.6931471805599453,1.0986122886681098,7.426549072397305,7.426549072397305,7.495541943884256,8.997147151515142,8.923058219545728,0.5,0.0,0.741354350973134,0.3916666666666648,0.3686868686868687,0.5,510000.0
1.5040773967762742,1.3862943611198906,8.266164436612492,8.597851094433691,8.468002947225466,11.532041582162458,11.532041582162458,0.5,0.0,0.8045681196718706,0.42500000000000326,0.26262626262626265,0.8,1230000.0
0.8109302162163288,1.0986122886681098,7.44716835960004,7.44716835960004,7.71333788887187,8.827468112520654,8.827468112520654,0.5,0.4,0.24738619913140994,0.15666666666665643,0.010101010101010102,0.4,257500.0
0.0,1.0986122886681098,6.956545443151569,7.484368643286131,7.484368643286131,8.918650278126863,9.001222992395064,0.5,0.0,0.573266848962526,0.1483333333333307,0.7323232323232324,0.4,229500.0
0.9162907318741551,1.0986122886681098,7.5443321080536885,7.5443321080536885,7.779048644925556,8.788745881938135,8.931948346431495,0.5,0.4,0.3418047289689554,0.40333333333332794,0.18686868686868688,0.4,323000.0
0.0,0.6931471805599453,6.756932389247553,7.05617528410041,7.1929342212158,8.699514748210191,8.699514748210191,0.75,0.0,0.8590960270226761,0.18583333333333205,0.5757575757575758,0.4,468000.0
0.5596157879354227,1.0986122886681098,7.222566018822171,7.222566018822171,7.222566018822171,9.177817180270623,9.23092700558457,0.75,0.0,0.7347595303200841,0.3916666666666648,0.3686868686868687,0.4,400000.0
0.6931471805599453,1.6094379124341003,7.501082124259871,7.501082124259871,7.215239978730097,8.48673398393153,8.48673398393153,0.5,0.2,0.8269261701785452,0.10083333333334087,0.5353535353535354,0.4,530000.0
1.0986122886681098,1.3862943611198906,7.590852123688581,7.989560449333865,7.668561108015897,8.517193191416238,8.294049640102028,0.5,0.4,0.6683287759369413,0.11666666666666686,0.6313131313131313,0.6,650000.0
0.6931471805599453,1.0986122886681098,7.5443321080536885,7.5443321080536885,7.5443321080536885,9.549665677579801,9.54809749706027,0.5,0.4,0.9197362071738762,0.46083333333333,0.09090909090909091,0.4,395000.0
0.0,1.3862943611198906,7.3777589082278725,7.3777589082278725,7.383989457978509,8.366370301681654,8.366370301681654,0.75,0.2,0.8185620073990661,0.14333333333334236,0.5151515151515151,0.4,485000.0
0.0,0.6931471805599453,7.090076835776092,7.090076835776092,6.966024187106113,9.195226734166134,8.536014945656826,0.75,0.0,0.24609940485764745,0.25416666666667176,0.005050505050505051,0.4,189000.0
0.0,1.0986122886681098,7.1308988302963465,7.1308988302963465,7.154615356913663,9.1874810778301,9.088172738001974,0.75,0.0,0.2869551230496979,0.1741666666666689,0.010101010101010102,0.4,230000.0
0.5596157879354227,1.3862943611198906,6.756932389247553,7.3901814282264295,7.24422751560335,8.513185170018698,8.513185170018698,0.75,0.0,0.8792021875502664,0.1449999999999933,0.6666666666666666,0.4,385000.0
1.0116009116784799,1.0986122886681098,7.753623546559746,8.022896869601457,8.32117830749028,10.711457836917562,9.920147993429236,0.5,0.0,0.6043107608171089,0.23500000000000834,0.19696969696969696,0.6,2000000.0
0.9162907318741551,1.6094379124341003,7.727535110475448,7.727535110475448,7.7142311448490855,8.748304912379623,8.854379458771108,0.5,0.4,0.2745697281647054,0.28833333333333566,0.4595959595959596,0.5,285000.0
